2014-01-01 16:22	1
2014-01-02 16:22	4
2014-01-03 16:22	7

2014-05-04 12:28:54	9	
2014-05-04 12:33:02	8	
2014-05-04 12:34:18	8	
2014-05-04 12:34:20	8	
2014-05-04 12:34:47	8	
2014-05-04 12:34:51	8	
2014-05-04 12:35:32	8	
2014-05-04 12:35:33	8	
2014-05-04 12:39:27	9	
2014-05-04 12:39:34	8	
2014-05-04 12:40:49	8	
2014-05-04 12:41:29	8	
2014-05-04 12:41:33	9	
2014-05-04 12:41:41	99	
2014-05-04 12:41:55	0	
2014-05-04 12:44:24	88	2014-05-04 12:44:27	-1	
2014-05-04 12:44:51	12	
2014-05-04 12:44:59	22	
2014-05-04 12:45:02	1	
2014-05-04 12:45:23	12	
2014-05-04 12:46:08	3	
2014-05-04 12:46:58	4	
2014-05-04 12:47:00	9	
2014-05-04 12:48:43	3	
2014-05-04 12:48:45	1	
2014-05-04 12:49:29	2	
2014-05-04 12:49:30	1	
2014-05-04 12:49:31	0	
2014-05-04 12:49:31	9	
2014-05-04 14:45:26	2	
2014-05-04 14:45:28	0	
2014-05-04 14:45:28	1	
2014-05-04 14:45:29	3	
2014-05-04 14:51:15	2	
2014-05-04 14:51:16	4	
2014-05-04 14:51:17	8	
2014-05-04 14:51:18	9	
2014-05-04 14:51:19	1	
2014-05-04 14:58:29	9	
2014-05-04 14:58:30	3	
2014-05-04 14:59:23	11	2014-05-04 15:01:54	3	2014-05-04 15:01:55	3	2014-05-04 15:01:56	1	2014-05-04 15:01:56	3	2014-05-04 15:01:56	2	
2014-05-04 15:05:08	3	
2014-05-04 15:05:09	3	
2014-05-04 15:05:09	3	
2014-05-04 15:05:10	3	
2014-05-04 15:07:34	3	
2014-05-04 15:07:36	1	
2014-05-04 15:07:36	2	
2014-05-04 15:07:37	4	
2014-05-04 15:09:26	3	
2014-05-04 15:09:27	1	
2014-05-04 15:09:28	0	
2014-05-04 15:09:29	3	
2014-05-04 15:09:29	4	
2014-05-04 15:14:18	2	
2014-05-04 15:14:19	1	
2014-05-04 15:15:12	2	
2014-05-04 15:15:14	3	
2014-05-04 15:15:14	4	
2014-05-04 15:18:31	4	
2014-05-04 15:18:47	7	
2014-05-04 15:18:59	7	
2014-05-04 15:19:07	4	
2014-05-04 15:19:11	3	
2014-05-04 15:33:41	2	
2014-05-04 15:50:50	3	
2014-05-04 15:51:02	2	
2014-05-04 15:52:37	3	
2014-05-04 15:54:13	5	
2014-05-04 15:54:37	2	
2014-05-04 15:54:46	0	
2014-05-04 15:54:49	0	
2014-05-04 15:54:51	0	
2014-05-04 15:54:52	1	
2014-05-04 15:54:59	0	
2014-05-04 15:55:01	2	
2014-05-04 15:55:03	3	
2014-05-04 15:55:13	1	
2014-05-04 15:56:07	2	
2014-05-04 17:44:11	6	
2014-05-04 17:44:21	3	
2014-05-04 17:44:39	4	
2014-05-04 17:44:43	2	
2014-05-04 17:44:45	0	
2014-05-04 17:44:52	0	
2014-05-04 17:44:58	0	
2014-05-04 17:45:03	2	
2014-05-04 18:20:37	6	
2014-05-04 20:56:57	3	
2014-05-05 08:32:03	6	
2014-05-05 09:45:57	2	
2014-05-05 09:45:58	2	
2014-05-05 09:46:04	6	
2014-05-05 20:17:43	6	
2014-05-05 20:51:34	7	
